invoice,date,store,before vat,Vat,Total,price,quantity,before vat,Vat,Total,
1706X32292,01-07-2017,1551, 348.60 , 24.40 , 373.00 ,34.86, 10.00 , 348.60 , 24.40 , 373.00 ,
1706X32316,01-07-2017,1570, 811.80 , 56.83 , 868.63 ,27.06, 30.00 , 811.80 , 56.83 , 868.63 ,
1706X32711,01-07-2017,1640, 158.40 , 11.09 , 169.49 ,31.68, 5.00 , 158.40 , 11.09 , 169.49 ,
1706X32716,01-07-2017,1741, 380.16 , 26.61 , 406.77 ,31.68, 12.00 , 380.16 , 26.61 , 406.77 ,
1706X32717,01-07-2017,1534, 95.04 , 6.65 , 101.69 ,31.68, 3.00 , 95.04 , 6.65 , 101.69 ,
1706X32718,01-07-2017,1664, 253.44 , 17.74 , 271.18 ,31.68, 8.00 , 253.44 , 17.74 , 271.18 ,
1706X32719,01-07-2017,1557, 316.80 , 22.18 , 338.98 ,31.68, 10.00 , 316.80 , 22.18 , 338.98 ,
1706X32720,01-07-2017,1606, 253.44 , 17.74 , 271.18 ,31.68, 8.00 , 253.44 , 17.74 , 271.18 ,
1706X32732,01-07-2017,1559, 538.56 , 37.70 , 576.26 ,31.68, 17.00 , 538.56 , 37.70 , 576.26 ,
1706X32760,01-07-2017,1654, 633.60 , 44.35 , 677.95 ,31.68, 20.00 , 633.60 , 44.35 , 677.95 ,
1706X32761,01-07-2017,1257, 950.40 , 66.53 ," 1,016.93 ",31.68, 30.00 , 950.40 , 66.53 ," 1,016.93 ",
1706X32762,01-07-2017,1603," 1,900.80 ", 133.06 ," 2,033.86 ",31.68, 60.00 ," 1,900.80 ", 133.06 ," 2,033.86 ",
1706X32763,01-07-2017,1511, 633.60 , 44.35 , 677.95 ,31.68, 20.00 , 633.60 , 44.35 , 677.95 ,
1706X32765,01-07-2017,1331," 1,267.20 ", 88.70 ," 1,355.90 ",31.68, 40.00 ," 1,267.20 ", 88.70 ," 1,355.90 ",
1706X32769,01-07-2017,1324, 735.00 , 51.45 , 786.45 ,29.4, 25.00 , 735.00 , 51.45 , 786.45 ,
1706X32774,01-07-2017,1524, 147.00 , 10.29 , 157.29 ,29.4, 5.00 , 147.00 , 10.29 , 157.29 ,
1706X32780,01-07-2017,1473, 950.40 , 66.53 ," 1,016.93 ",31.68, 30.00 , 950.40 , 66.53 ," 1,016.93 ",
1706X32783,01-07-2017,1467, 316.80 , 22.18 , 338.98 ,31.68, 10.00 , 316.80 , 22.18 , 338.98 ,
1706X32784,01-07-2017,1632, 475.20 , 33.26 , 508.46 ,31.68, 15.00 , 475.20 , 33.26 , 508.46 ,
1706X32785,01-07-2017,1493, 380.16 , 26.61 , 406.77 ,31.68, 12.00 , 380.16 , 26.61 , 406.77 ,
1706X32809,01-07-2017,1423, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1706X32815,01-07-2017,1689, 405.90 , 28.41 , 434.31 ,27.06, 15.00 , 405.90 , 28.41 , 434.31 ,
1706X32832,01-07-2017,1346," 1,082.40 ", 75.77 ," 1,158.17 ",27.06, 40.00 ," 1,082.40 ", 75.77 ," 1,158.17 ",
1706X32833,01-07-2017,2234, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1706X32872,01-07-2017,1228," 1,082.40 ", 75.77 ," 1,158.17 ",27.06, 40.00 ," 1,082.40 ", 75.77 ," 1,158.17 ",
1706X32873,01-07-2017,1397, 216.48 , 15.15 , 231.63 ,27.06, 8.00 , 216.48 , 15.15 , 231.63 ,
1706X32874,01-07-2017,1439, 270.60 , 18.94 , 289.54 ,27.06, 10.00 , 270.60 , 18.94 , 289.54 ,
1706X32875,01-07-2017,1219, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1706X32899,01-07-2017,1584, 676.50 , 47.36 , 723.86 ,27.06, 25.00 , 676.50 , 47.36 , 723.86 ,
1706X32904,01-07-2017,1379, 811.80 , 56.83 , 868.63 ,27.06, 30.00 , 811.80 , 56.83 , 868.63 ,
1706X32918,01-07-2017,1345, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1706X32938,01-07-2017,1479, 811.80 , 56.83 , 868.63 ,27.06, 30.00 , 811.80 , 56.83 , 868.63 ,
1706X32939,01-07-2017,1247, 405.90 , 28.41 , 434.31 ,27.06, 15.00 , 405.90 , 28.41 , 434.31 ,
1706X32943,01-07-2017,1292, 405.90 , 28.41 , 434.31 ,27.06, 15.00 , 405.90 , 28.41 , 434.31 ,
1706X32944,01-07-2017,1377, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1706X32979,01-07-2017,1607, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1706X32997,01-07-2017,1472, 86.04 , 6.02 , 92.06 ,28.68, 3.00 , 86.04 , 6.02 , 92.06 ,
1706X33006,01-07-2017,1566, 860.40 , 60.23 , 920.63 ,28.68, 30.00 , 860.40 , 60.23 , 920.63 ,
1706X33039,01-07-2017,1560, 729.00 , 51.03 , 780.03 ,29.16, 25.00 , 729.00 , 51.03 , 780.03 ,
1706X33040,01-07-2017,1642, 437.40 , 30.62 , 468.02 ,29.16, 15.00 , 437.40 , 30.62 , 468.02 ,
1706X33053,01-07-2017,1583, 229.44 , 16.06 , 245.50 ,28.68, 8.00 , 229.44 , 16.06 , 245.50 ,
1706X33213,01-07-2017,1665, 676.50 , 47.36 , 723.86 ,27.06, 25.00 , 676.50 , 47.36 , 723.86 ,
1706X33246,01-07-2017,1465, 324.72 , 22.73 , 347.45 ,27.06, 12.00 , 324.72 , 22.73 , 347.45 ,
1706X33247,01-07-2017,1419, 405.90 , 28.41 , 434.31 ,27.06, 15.00 , 405.90 , 28.41 , 434.31 ,
1706X33248,01-07-2017,2222, 270.60 , 18.94 , 289.54 ,27.06, 10.00 , 270.60 , 18.94 , 289.54 ,
1706X33259,01-07-2017,1311, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1706X33323,01-07-2017,2219, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1706X33324,01-07-2017,1264, 811.80 , 56.83 , 868.63 ,27.06, 30.00 , 811.80 , 56.83 , 868.63 ,
1706X33326,01-07-2017,1671," 1,082.40 ", 75.77 ," 1,158.17 ",27.06, 40.00 ," 1,082.40 ", 75.77 ," 1,158.17 ",
1706X33356,01-07-2017,1634, 324.72 , 22.73 , 347.45 ,27.06, 12.00 , 324.72 , 22.73 , 347.45 ,
1706X33404,02-07-2017,1468, 871.50 , 61.01 , 932.51 ,34.86, 25.00 , 871.50 , 61.01 , 932.51 ,
1706X33425,02-07-2017,1619," 1,082.40 ", 75.77 ," 1,158.17 ",27.06, 40.00 ," 1,082.40 ", 75.77 ," 1,158.17 ",
1706X33426,02-07-2017,1414," 2,164.80 ", 151.54 ," 2,316.34 ",27.06, 80.00 ," 2,164.80 ", 151.54 ," 2,316.34 ",
1706X33427,02-07-2017,1733, 270.60 , 18.94 , 289.54 ,27.06, 10.00 , 270.60 , 18.94 , 289.54 ,
1706X33428,02-07-2017,1373, 811.80 , 56.83 , 868.63 ,27.06, 30.00 , 811.80 , 56.83 , 868.63 ,
1707X00222,02-07-2017,1562, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1707X00225,02-07-2017,1683," 1,082.40 ", 75.77 ," 1,158.17 ",27.06, 40.00 ," 1,082.40 ", 75.77 ," 1,158.17 ",
1707X00226,02-07-2017,1593, 811.80 , 56.83 , 868.63 ,27.06, 30.00 , 811.80 , 56.83 , 868.63 ,
1707X00227,02-07-2017,2213, 811.80 , 56.83 , 868.63 ,27.06, 30.00 , 811.80 , 56.83 , 868.63 ,
1707X00228,02-07-2017,1293, 811.80 , 56.83 , 868.63 ,27.06, 30.00 , 811.80 , 56.83 , 868.63 ,
1707X00247,02-07-2017,1485, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1707X00248,02-07-2017,1453," 1,353.00 ", 94.71 ," 1,447.71 ",27.06, 50.00 ," 1,353.00 ", 94.71 ," 1,447.71 ",
1707X00443,02-07-2017,1492, 475.20 , 33.26 , 508.46 ,31.68, 15.00 , 475.20 , 33.26 , 508.46 ,
1707X00445,02-07-2017,1657, 887.04 , 62.09 , 949.13 ,31.68, 28.00 , 887.04 , 62.09 , 949.13 ,
1707X00446,02-07-2017,1322, 633.60 , 44.35 , 677.95 ,31.68, 20.00 , 633.60 , 44.35 , 677.95 ,
1707X00447,02-07-2017,1484, 475.20 , 33.26 , 508.46 ,31.68, 15.00 , 475.20 , 33.26 , 508.46 ,
1707X00448,02-07-2017,1491, 316.80 , 22.18 , 338.98 ,31.68, 10.00 , 316.80 , 22.18 , 338.98 ,
1707X00450,02-07-2017,1674, 316.80 , 22.18 , 338.98 ,31.68, 10.00 , 316.80 , 22.18 , 338.98 ,
1707X00457,02-07-2017,1613, 316.80 , 22.18 , 338.98 ,31.68, 10.00 , 316.80 , 22.18 , 338.98 ,
1707X00458,02-07-2017,1380, 792.00 , 55.44 , 847.44 ,31.68, 25.00 , 792.00 , 55.44 , 847.44 ,
1707X00459,02-07-2017,1647, 190.08 , 13.31 , 203.39 ,31.68, 6.00 , 190.08 , 13.31 , 203.39 ,
1707X00460,02-07-2017,1208, 316.80 , 22.18 , 338.98 ,31.68, 10.00 , 316.80 , 22.18 , 338.98 ,
1707X00465,02-07-2017,1716, 316.80 , 22.18 , 338.98 ,31.68, 10.00 , 316.80 , 22.18 , 338.98 ,
1707X00466,02-07-2017,1678, 475.20 , 33.26 , 508.46 ,31.68, 15.00 , 475.20 , 33.26 , 508.46 ,
1707X00492,02-07-2017,1563, 792.00 , 55.44 , 847.44 ,31.68, 25.00 , 792.00 , 55.44 , 847.44 ,
1707X00493,02-07-2017,1713, 950.40 , 66.53 ," 1,016.93 ",31.68, 30.00 , 950.40 , 66.53 ," 1,016.93 ",
1707X00496,02-07-2017,1587, 588.00 , 41.16 , 629.16 ,29.4, 20.00 , 588.00 , 41.16 , 629.16 ,
1707X00499,02-07-2017,1650, 316.80 , 22.18 , 338.98 ,31.68, 10.00 , 316.80 , 22.18 , 338.98 ,
1707X00500,02-07-2017,1396, 633.60 , 44.35 , 677.95 ,31.68, 20.00 , 633.60 , 44.35 , 677.95 ,
1707X00501,02-07-2017,1393, 633.60 , 44.35 , 677.95 ,31.68, 20.00 , 633.60 , 44.35 , 677.95 ,
1707X00502,02-07-2017,1266, 633.60 , 44.35 , 677.95 ,31.68, 20.00 , 633.60 , 44.35 , 677.95 ,
1707X00503,02-07-2017,1698, 158.40 , 11.09 , 169.49 ,31.68, 5.00 , 158.40 , 11.09 , 169.49 ,
1707X00504,02-07-2017,1694, 253.44 , 17.74 , 271.18 ,31.68, 8.00 , 253.44 , 17.74 , 271.18 ,
1707X00505,02-07-2017,1458, 570.24 , 39.92 , 610.16 ,31.68, 18.00 , 570.24 , 39.92 , 610.16 ,
1707X00506,02-07-2017,1239, 633.60 , 44.35 , 677.95 ,31.68, 20.00 , 633.60 , 44.35 , 677.95 ,
1707X00608,02-07-2017,1202, 676.50 , 47.36 , 723.86 ,27.06, 25.00 , 676.50 , 47.36 , 723.86 ,
1707X00609,02-07-2017,1369, 811.80 , 56.83 , 868.63 ,27.06, 30.00 , 811.80 , 56.83 , 868.63 ,
1707X00613,02-07-2017,1443," 1,082.40 ", 75.77 ," 1,158.17 ",27.06, 40.00 ," 1,082.40 ", 75.77 ," 1,158.17 ",
1707X00646,02-07-2017,1490, 405.90 , 28.41 , 434.31 ,27.06, 15.00 , 405.90 , 28.41 , 434.31 ,
1707X00647,02-07-2017,1721," 1,353.00 ", 94.71 ," 1,447.71 ",27.06, 50.00 ," 1,353.00 ", 94.71 ," 1,447.71 ",
1707X00648,02-07-2017,2235, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1707X00649,02-07-2017,1407, 405.90 , 28.41 , 434.31 ,27.06, 15.00 , 405.90 , 28.41 , 434.31 ,
1707X00687,02-07-2017,1643, 344.16 , 24.09 , 368.25 ,28.68, 12.00 , 344.16 , 24.09 , 368.25 ,
1707X00688,02-07-2017,1558, 286.80 , 20.08 , 306.88 ,28.68, 10.00 , 286.80 , 20.08 , 306.88 ,
1707X00689,02-07-2017,1638, 430.20 , 30.11 , 460.31 ,28.68, 15.00 , 430.20 , 30.11 , 460.31 ,
1707X00718,02-07-2017,1707, 172.08 , 12.05 , 184.13 ,28.68, 6.00 , 172.08 , 12.05 , 184.13 ,
1707X00808,02-07-2017,1727," 1,353.00 ", 94.71 ," 1,447.71 ",27.06, 50.00 ," 1,353.00 ", 94.71 ," 1,447.71 ",
1707X00809,02-07-2017,1545, 216.48 , 15.15 , 231.63 ,27.06, 8.00 , 216.48 , 15.15 , 231.63 ,
1707X00810,02-07-2017,1555, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1707X00915,02-07-2017,1686, 324.72 , 22.73 , 347.45 ,27.06, 12.00 , 324.72 , 22.73 , 347.45 ,
1707X00916,02-07-2017,1652, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1707X00917,02-07-2017,1512, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1707X00963,02-07-2017,1595, 676.50 , 47.36 , 723.86 ,27.06, 25.00 , 676.50 , 47.36 , 723.86 ,
1707X01003,02-07-2017,1402, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1707X01004,02-07-2017,1668, 270.60 , 18.94 , 289.54 ,27.06, 10.00 , 270.60 , 18.94 , 289.54 ,
1707X01005,02-07-2017,1616, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1707X01006,02-07-2017,1445, 270.60 , 18.94 , 289.54 ,27.06, 10.00 , 270.60 , 18.94 , 289.54 ,
1707X01007,02-07-2017,1312, 811.80 , 56.83 , 868.63 ,27.06, 30.00 , 811.80 , 56.83 , 868.63 ,
1707X01035,02-07-2017,1609, 811.80 , 56.83 , 868.63 ,27.06, 30.00 , 811.80 , 56.83 , 868.63 ,
1707X01060,03-07-2017,1570, 811.80 , 56.83 , 868.63 ,27.06, 30.00 , 811.80 , 56.83 , 868.63 ,
1707X01082,03-07-2017,1551," 1,045.80 ", 73.21 ," 1,119.01 ",34.86, 30.00 ," 1,045.80 ", 73.21 ," 1,119.01 ",
1707X01216,03-07-2017,1346," 1,353.00 ", 94.71 ," 1,447.71 ",27.06, 50.00 ," 1,353.00 ", 94.71 ," 1,447.71 ",
1707X01217,03-07-2017,2234, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1707X01221,03-07-2017,1689, 270.60 , 18.94 , 289.54 ,27.06, 10.00 , 270.60 , 18.94 , 289.54 ,
1707X01249,03-07-2017,1423, 405.90 , 28.41 , 434.31 ,27.06, 15.00 , 405.90 , 28.41 , 434.31 ,
1707X01274,03-07-2017,1670, 633.60 , 44.35 , 677.95 ,31.68, 20.00 , 633.60 , 44.35 , 677.95 ,
1707X01275,03-07-2017,1640, 316.80 , 22.18 , 338.98 ,31.68, 10.00 , 316.80 , 22.18 , 338.98 ,
1707X01276,03-07-2017,1557, 253.44 , 17.74 , 271.18 ,31.68, 8.00 , 253.44 , 17.74 , 271.18 ,
1707X01277,03-07-2017,1534, 126.72 , 8.87 , 135.59 ,31.68, 4.00 , 126.72 , 8.87 , 135.59 ,
1707X01278,03-07-2017,1606, 253.44 , 17.74 , 271.18 ,31.68, 8.00 , 253.44 , 17.74 , 271.18 ,
1707X01279,03-07-2017,1653," 1,425.60 ", 99.79 ," 1,525.39 ",31.68, 45.00 ," 1,425.60 ", 99.79 ," 1,525.39 ",
1707X01303,03-07-2017,1257, 950.40 , 66.53 ," 1,016.93 ",31.68, 30.00 , 950.40 , 66.53 ," 1,016.93 ",
1707X01304,03-07-2017,1702," 1,488.96 ", 104.23 ," 1,593.19 ",31.68, 47.00 ," 1,488.96 ", 104.23 ," 1,593.19 ",
1707X01305,03-07-2017,1511, 950.40 , 66.53 ," 1,016.93 ",31.68, 30.00 , 950.40 , 66.53 ," 1,016.93 ",
1707X01306,03-07-2017,1603," 1,900.80 ", 133.06 ," 2,033.86 ",31.68, 60.00 ," 1,900.80 ", 133.06 ," 2,033.86 ",
1707X01307,03-07-2017,1331," 1,108.80 ", 77.62 ," 1,186.42 ",31.68, 35.00 ," 1,108.80 ", 77.62 ," 1,186.42 ",
1707X01329,03-07-2017,1561, 588.00 , 41.16 , 629.16 ,29.4, 20.00 , 588.00 , 41.16 , 629.16 ,
1707X01331,03-07-2017,1524, 176.40 , 12.35 , 188.75 ,29.4, 6.00 , 176.40 , 12.35 , 188.75 ,
1707X01332,03-07-2017,1324, 441.00 , 30.87 , 471.87 ,29.4, 15.00 , 441.00 , 30.87 , 471.87 ,
1707X01336,03-07-2017,1473, 792.00 , 55.44 , 847.44 ,31.68, 25.00 , 792.00 , 55.44 , 847.44 ,
1707X01345,03-07-2017,1632, 380.16 , 26.61 , 406.77 ,31.68, 12.00 , 380.16 , 26.61 , 406.77 ,
1707X01346,03-07-2017,1467, 380.16 , 26.61 , 406.77 ,31.68, 12.00 , 380.16 , 26.61 , 406.77 ,
1707X01557,03-07-2017,1379, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1707X01558,03-07-2017,1584, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1707X01590,03-07-2017,1228, 811.80 , 56.83 , 868.63 ,27.06, 30.00 , 811.80 , 56.83 , 868.63 ,
1707X01591,03-07-2017,1439, 270.60 , 18.94 , 289.54 ,27.06, 10.00 , 270.60 , 18.94 , 289.54 ,
1707X01592,03-07-2017,1219, 270.60 , 18.94 , 289.54 ,27.06, 10.00 , 270.60 , 18.94 , 289.54 ,
1707X01593,03-07-2017,1397, 216.48 , 15.15 , 231.63 ,27.06, 8.00 , 216.48 , 15.15 , 231.63 ,
1707X01631,03-07-2017,1607, 405.90 , 28.41 , 434.31 ,27.06, 15.00 , 405.90 , 28.41 , 434.31 ,
1707X01663,03-07-2017,1292, 270.60 , 18.94 , 289.54 ,27.06, 10.00 , 270.60 , 18.94 , 289.54 ,
1707X01664,03-07-2017,1479," 1,623.60 ", 113.65 ," 1,737.25 ",27.06, 60.00 ," 1,623.60 ", 113.65 ," 1,737.25 ",
1707X01699,03-07-2017,1472, 57.36 , 4.02 , 61.38 ,28.68, 2.00 , 57.36 , 4.02 , 61.38 ,
1707X01714,03-07-2017,1566, 573.60 , 40.15 , 613.75 ,28.68, 20.00 , 573.60 , 40.15 , 613.75 ,
1707X01744,03-07-2017,1498, 583.20 , 40.82 , 624.02 ,29.16, 20.00 , 583.20 , 40.82 , 624.02 ,
1707X01745,03-07-2017,1560, 437.40 , 30.62 , 468.02 ,29.16, 15.00 , 437.40 , 30.62 , 468.02 ,
1707X01746,03-07-2017,1583, 229.44 , 16.06 , 245.50 ,28.68, 8.00 , 229.44 , 16.06 , 245.50 ,
1707X01880,03-07-2017,1634, 216.48 , 15.15 , 231.63 ,27.06, 8.00 , 216.48 , 15.15 , 231.63 ,
1707X01884,03-07-2017,1347, 405.90 , 28.41 , 434.31 ,27.06, 15.00 , 405.90 , 28.41 , 434.31 ,
1707X01914,03-07-2017,2219, 676.50 , 47.36 , 723.86 ,27.06, 25.00 , 676.50 , 47.36 , 723.86 ,
1707X01915,03-07-2017,1340, 405.90 , 28.41 , 434.31 ,27.06, 15.00 , 405.90 , 28.41 , 434.31 ,
1707X01949,03-07-2017,1581, 405.90 , 28.41 , 434.31 ,27.06, 15.00 , 405.90 , 28.41 , 434.31 ,
1707X01950,03-07-2017,1459, 811.80 , 56.83 , 868.63 ,27.06, 30.00 , 811.80 , 56.83 , 868.63 ,
1707X01951,03-07-2017,2222, 405.90 , 28.41 , 434.31 ,27.06, 15.00 , 405.90 , 28.41 , 434.31 ,
1707X01952,03-07-2017,1419, 405.90 , 28.41 , 434.31 ,27.06, 15.00 , 405.90 , 28.41 , 434.31 ,
1707X01953,03-07-2017,1465, 270.60 , 18.94 , 289.54 ,27.06, 10.00 , 270.60 , 18.94 , 289.54 ,
1707X01955,03-07-2017,1311, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1707X02120,04-07-2017,1468, 522.90 , 36.60 , 559.50 ,34.86, 15.00 , 522.90 , 36.60 , 559.50 ,
1707X02135,04-07-2017,1373, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1707X02136,04-07-2017,1619," 1,082.40 ", 75.77 ," 1,158.17 ",27.06, 40.00 ," 1,082.40 ", 75.77 ," 1,158.17 ",
1707X02137,04-07-2017,1344, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1707X02138,04-07-2017,1733, 270.60 , 18.94 , 289.54 ,27.06, 10.00 , 270.60 , 18.94 , 289.54 ,
1707X02333,04-07-2017,1453, 947.10 , 66.30 ," 1,013.40 ",27.06, 35.00 , 947.10 , 66.30 ," 1,013.40 ",
1707X02334,04-07-2017,1485, 541.20 , 37.88 , 579.08 ,27.06, 20.00 , 541.20 , 37.88 , 579.08 ,
1707X02361,04-07-2017,1293, 811.80 , 56.83 , 868.63 ,27.06, 30.00 , 811.80 , 56.83 , 868.63 ,
1707X02362,04-07-2017,1562, 811.80 , 56.83 , 868.63 ,27.06, 30.00 , 811.80 , 56.83 , 868.63 ,
